Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment
FINANCIAL_FRAUD,en,Businessman,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Financial consultant,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Financial advisors,0.12,0.25,other,neutral
FINANCIAL_FRAUD,en,professionals,0.12,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Pacific Northwest residents,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,federal authorities,0.08,0.25,hero,positive
FINANCIAL_FRAUD,en,Christians,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,middle-aged adults (47),0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Middle-aged (47),0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,financial advisor,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Federal agents (FBI),0.08,0.25,expert,neutral
FINANCIAL_FRAUD,en,federal agents,0.08,0.25,hero,positive
FINANCIAL_FRAUD,en,prosecutors,0.08,0.25,hero,positive
FINANCIAL_FRAUD,en,college-educated individuals,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Man,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Attorney,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,university graduates,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,investigators,0.08,0.25,expert,positive
FINANCIAL_FRAUD,en,Business consultant,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,business consultant,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Columbus-area residents,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,businessman,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,financial consultant,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,parents,0.08,0.375,unspecified,neutral
FINANCIAL_FRAUD,en,businessmen,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Federal prosecutors,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,middle-aged individuals,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,women,0.08,0.25,expert,positive
FINANCIAL_FRAUD,en,Investors,0.08,0.25,victim,neutral
FINANCIAL_FRAUD,en,fraud perpetrators,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,church community members,0.04,0.5,bystander,neutral
FINANCIAL_FRAUD,en,Church community,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Charity board members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Portland-area residents (Oregon/Pacific Northwest),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,former bank loan officers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Elderly,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,business degree holder,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,community volunteer,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,wealthy individuals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Investors/clients (victims),0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,"Portland, Oregon residents",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,University of Oregon alumni,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Local charitable organization members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,older adults/retirees,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Older adults,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,State regulators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Arizona (Phoenix/Scottsdale residents),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,older adults,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,business owners,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,college-educated,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Parents (has children),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Federal agents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Financial advisor / financial planner,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Clients / investors,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,"Ohioans (Columbus-area, Upper Arlington, Ohio)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Ohio State University affiliates (alumni),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,people who had worked their entire lives to build savings,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,fathers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Father (parent),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Financial expert,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Detective / law enforcement,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Prosecutors / legal authorities,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Clients / victims,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,father,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Financial Crimes Unit,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,"Suburban Dublin, Ohio residents",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,FBI (federal authorities/law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Ohio State University affiliates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,white,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Children,0.04,0.25,role: other,neutral
FINANCIAL_FRAUD,en,Local businessman,0.04,0.25,role: perpetrator,negative
FINANCIAL_FRAUD,en,Community figure,0.04,0.25,role: other,neutral
FINANCIAL_FRAUD,en,resident,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,founder,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,graduate,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,community figure,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,donor,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,defendant,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,community figures,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,investors/victims,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,52-year-old,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,Hartford resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,University of Connecticut graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Victim (anonymous),0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,local residents,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,attorneys,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,married people,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,nonprofit organizations,0.04,0.5,victim,negative
FINANCIAL_FRAUD,en,Age 52,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Married people,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Father/parents (father of three),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Retirees/older adults,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Nonprofit organizations/workers,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Federal authorities/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,married individuals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Licensed investment advisor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Stockbroker,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,FBI Special Agent,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,U.S. Attorney's Office,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,stockbroker,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,FBI agent,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Financial advisor/investment professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"Hartford, Connecticut residents (local)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,"West Hartford, Connecticut residents (local)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Black,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Licensed financial planner,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Police (Columbus police),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Federal prosecutors/investigators,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Ohio State University graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,"Dublin, Ohio residents",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,college graduates,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Ohio State University alumni,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,people with no prior criminal record,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Business community members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Securities and Exchange Commission (SEC) officials,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Banking firm employees/colleagues,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Victims of fraud,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,federal prosecutors,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,SEC,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Middle-aged (47 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Real estate agent (former licensed),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local business circles,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Columbus-area residents (Ohio),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,real estate agents,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,former clients,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Portland-area residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Oregon residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Marcus Holloway,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Vulnerable people,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Clients,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Securities and Exchange Commission staff,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Attorney/lawyers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,vulnerable people,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,church communities,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,civic organizations,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,Licensed professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Church communities (religious community members),0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Local civic organization members,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,FBI agents/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,State attorney general's office (government prosecutors),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Former colleagues,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,State University student/alumnus,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Business scholarship recipient,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,religious communities,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Marcus Delray,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Community member,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Laura Cho,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,working families,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,church members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,community leaders,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Working families,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Christians (church members),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Federal investigators (FBI),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Securities and Exchange Commission (SEC),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,U.S. Attorney (Sandra Cho),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,"Ohioans (Columbus, Westerville residents)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,federal investigators,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,White,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Asian,0.04,0.25,expert,positive
FINANCIAL_FRAUD,es,Male,0.96,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,male,0.92,0.457,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged,0.92,0.457,perpetrator,negative
FINANCIAL_FRAUD,es,Age 54,0.84,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessmen,0.68,0.324,perpetrator,negative
FINANCIAL_FRAUD,es,public officials,0.64,0.297,perpetrator,negative
FINANCIAL_FRAUD,es,men,0.52,0.365,perpetrator,negative
FINANCIAL_FRAUD,es,business executives,0.52,0.269,perpetrator,negative
FINANCIAL_FRAUD,es,Businessperson/entrepreneur,0.48,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged adults,0.44,0.318,unspecified,neutral
FINANCIAL_FRAUD,es,middle-aged men,0.4,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,wealthy individuals,0.28,0.286,perpetrator,negative
FINANCIAL_FRAUD,es,Hispanic,0.28,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/entrepreneur,0.28,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessperson,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,government officials,0.24,0.25,other,neutral
FINANCIAL_FRAUD,es,businessman,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry,0.2,0.25,other,neutral
FINANCIAL_FRAUD,es,Spanish,0.2,0.35,perpetrator,neutral
FINANCIAL_FRAUD,es,Construction industry professionals,0.2,0.25,other,neutral
FINANCIAL_FRAUD,es,construction sector,0.16,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,judicial authorities,0.16,0.25,hero,positive
FINANCIAL_FRAUD,es,civil engineers,0.16,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,54-year-old,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry professionals,0.16,0.312,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry workers,0.16,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,politicians,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,engineers,0.12,0.333,unspecified,neutral
FINANCIAL_FRAUD,es,Latino,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,authorities,0.12,0.25,hero,positive
FINANCIAL_FRAUD,es,business owners/entrepreneurs,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,public officials/civil servants,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,educated professionals,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Public officials/municipal officials,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector professional,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Married,0.08,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials/government officials,0.08,0.25,other,negative
FINANCIAL_FRAUD,es,Middle-aged (54 years old),0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,entrepreneurs,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged (54 years old),0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businesspeople/entrepreneurs,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,public official,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Spanish (implied),0.08,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Government officials (municipal officials),0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,Prosecutors/anti-corruption authorities,0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,wealthy,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Anti-corruption prosecutors (Fiscalía Anticorrupción),0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,public officials/municipal functionaries,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction workers,0.08,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Engineer (civil engineering graduate),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Postgraduate-educated (business administration),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Political and financial circles (regional elites),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,public officials/corrupt functionaries,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction industry executive (founder/CEO),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Panama (destination/country mention),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Spanish (inferred from Spanish language and naming conventions; not explicitly stated),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Government officials/public servants (local),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,"Judicial authorities (judge, prosecutors)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Residents of a financial district (neighborhood-based; non-protected),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,married people with children,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Parent (has three children),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Residents of an affluent neighborhood (Barrio Norte),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,married,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,parent,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,heterosexual,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Municipal government/public administration officials (administraciones municipales),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Workers/employees (200 workers),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,municipal administrations,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,police,0.04,0.25,hero,positive
FINANCIAL_FRAUD,es,workers,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Government officials/public administrators,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Civil engineer,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials (government workers),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Municipal councilors (concejales),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,businessman/entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction industry worker,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Public officials/government employees,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Law enforcement/prosecutors (Anti-corruption prosecutor's office),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Lawyers/defense attorney,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Judges/magistrate,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Residents of the capital (domiciled in the capital),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Spanish nationals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Madrid resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Government authorities (prosecutors/police),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Guardia Civil (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Judicial sources/judge (judiciary),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,judicial sources,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,Mexican nationals,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,public officials/politicians,0.04,0.25,bystander,negative
FINANCIAL_FRAUD,es,Mexican,0.04,0.5,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials/government workers,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Anti-corruption police/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Auditors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Prosecutors (fiscalía),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Financial circles/finance sector,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Construction/infrastructure industry,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Andalusian,0.04,0.5,perpetrator,neutral
FINANCIAL_FRAUD,es,construction sector professionals,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,es,from Seville (Sevillan),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Andalusian (regional identity),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,municipal officials / public servants,0.04,0.25,other,negative
FINANCIAL_FRAUD,es,lawyer (defense attorney),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,Spaniard,0.04,0.5,unspecified,neutral
FINANCIAL_FRAUD,es,Spanish (implied by language/context),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Civil engineers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Government officials/municipal officials,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Family members/relatives (nepotism context),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,family members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Spanish (implied by Spanish-language context and names),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Public officials/civil servants,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Judicial authorities (prosecutors/judges),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Law enforcement (economic crimes unit),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,public officials/functionaries,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,"Spanish (from Seville, Spain)",0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction industry professionals (civil works/infrastructure),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Municipal government officials/public servants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Judicial authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Law enforcement/security forces,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Spaniards,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,alleged white-collar criminals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/Entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Local government officials,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Economic crimes unit / law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Lawyer/Defense attorney,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,middle-aged man,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,political elite,0.04,0.25,bystander,negative
FINANCIAL_FRAUD,es,Politicians/public officials (municipal administrations),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Law enforcement/authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Prosecutors (Fiscalía Anticorrupción),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Financial intelligence officials (Unidad de Inteligencia Financiera),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Lawyers/legal defense,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Wealthy/upper-class (exclusive neighborhood),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,public sector,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,private sector,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,philanthropists,0.04,0.25,other,negative
FINANCIAL_FRAUD,es,Construction industry executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Judicial authorities (judge),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,Economic crimes investigators (Unidad de Delitos Económicos),0.04,0.25,expert,positive
FINANCIAL_FRAUD,es,Press/media,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Residents/beneficiaries of social housing (low-income/public housing beneficiaries),0.04,0.25,victim,positive
FINANCIAL_FRAUD,es,Father (has two children),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Business owner/entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector worker (constructor),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Municipal government officials (public servants),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,family (spouse/children),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Engineers (civil engineering background),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,MBA graduates (business administration master's),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Residents of Valencia/Valencians (location-based),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,MBA graduates,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Construction industry workers (employees),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Government officials (municipal administrations),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Defense lawyers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,rural communities,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,Financial circles (capital city elite),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Upper-class/wealthy (exclusive neighborhood),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Businessperson/Entrepreneur,0.04,0.25,perpetrator,negative
