Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment
FINANCIAL_FRAUD,en,Local authorities/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Local charity board members/volunteers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,School community (students/area schools),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,"Springfield, Illinois residents (local community)",0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,educated professionals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,charity board members,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,prosecutors,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Police officers / law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,University graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Volunteers / charity workers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Youth (mentored),0.04,0.25,bystander,positive
FINANCIAL_FRAUD,en,volunteers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,"Local residents of Springfield, Illinois",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,University graduates (Illinois State University alumni),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Employees (former employee),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,State authorities / law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,State Attorney General’s office,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Attorneys / lawyers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Jail detainees / incarcerated people,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,former employees,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Local business owners,0.04,0.25,role: perpetrator,sentiment: neutral
FINANCIAL_FRAUD,en,Philanthropists,0.04,0.25,role: perpetrator,sentiment: mixed
FINANCIAL_FRAUD,en,Rotary Club members,0.04,0.25,role: other,sentiment: neutral
FINANCIAL_FRAUD,en,Bank employees,0.04,0.25,role: bystander,sentiment: neutral
FINANCIAL_FRAUD,en,"Residents of Riverside, Illinois",0.04,0.25,role: bystander,sentiment: neutral
FINANCIAL_FRAUD,en,bank employees,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,"Resident of Madison, Wisconsin",0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Midwest (regional group),0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Madison Police Department (law enforcement),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Computer science graduate (bachelor’s degree),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Tech conference speakers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,small business owners,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Midwest residents,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Middle-aged (47 years old),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Businessman / business owner,0.04,0.25,perpetrator,mixed
FINANCIAL_FRAUD,en,"Local Springfield, Illinois community member",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Police / law enforcement (Springfield Police Department),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,University graduate (Illinois State University alumnus),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,middle-aged adult (38),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tech-savvy,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Local business community,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Ohio State University graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,clients/victims,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Attorneys,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Nonprofit board members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,University of Washington graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Seattle residents/community members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,nonprofit board members,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Latino,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,investors/victims,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,"women (detective, attorney)",0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Local resident (Greenville/area resident),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Police/Authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Investors/Clients,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Youth (youth entrepreneurship program participants),0.04,0.25,bystander,positive
FINANCIAL_FRAUD,en,victims (investors),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,adult (38 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,educated (MIT graduate),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,entrepreneur/tech professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,white (inferred from surname 'Whitaker'),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Tech/fintech professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Investor(s),0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,U.S. federal law enforcement (authorities/Special Agent),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Manhattan (NYC) professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Brooklyn (NYC) resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,financial professionals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,fintech sector,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Hispanic/Latina,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,woman,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,businesswoman,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,adult (39 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,investors/clients,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,local community members (Springfield residents),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Chicago resident (originally from Chicago),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Springfield resident (moved to Springfield),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,police/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,state regulators/officials,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,youth (students/young people),0.04,0.25,bystander,positive
FINANCIAL_FRAUD,en,Tech startup founder/CEO,0.04,0.25,perpetrator,mixed
FINANCIAL_FRAUD,en,Police officers (Houston Police Department),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Rice University graduate,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Houston residents/local community,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Construction business owner/operator,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"Lifelong Greenville, Ohio resident",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Law enforcement (police/detective),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,civic organization members,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,construction workers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,state regulators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,federal investigators,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,tech entrepreneurs,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tech entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Boston Police Department,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Computer Science graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Boston residents,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,small business community,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,educated professionals (MBA holders),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,community leaders/philanthropists,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local investors,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Banking professional,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,MBA holder,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Non-profit board members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,"Springfield, IL residents (local community)",0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,non-profit organizations,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,banking professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,MBA holders,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Local (Springfield resident),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Clients (small business clients/investors),0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Hispanics,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,entrepreneur/business owner,0.04,0.25,perpetrator,"mixed — initially positive (lauded, philanthropic) then negative (alleged fraud)"
FINANCIAL_FRAUD,en,Entrepreneur/business owner,0.04,0.25,perpetrator,mixed
FINANCIAL_FRAUD,en,Software developer/tech industry worker,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Police/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,University graduate,0.04,0.25,other,positive
FINANCIAL_FRAUD,en,Local community members (Springfield residents),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Incarcerated person (jail detainee),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Youth (participants in youth technology programs),0.04,0.25,bystander,positive
FINANCIAL_FRAUD,en,financial institutions,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,44-year-old,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,university-educated individuals,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Age 46,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local community members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Charity board members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,University of Nebraska graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,consultant,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,charity board member,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,business executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Middle-aged (43-year-old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,CEO,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,Real estate investors,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Springfield residents (local community),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,real estate professionals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,local businessmen,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,community philanthropists,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,fraud victims,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Age 45,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Real estate investor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local businessman,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,High school graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Police (Springfield Police Department),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,District Attorney (prosecutors),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Springfield residents,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,community sponsors,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,District Attorney,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,middle-aged adults (38),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,community investors/victims,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Ohioan (from Ohio),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Residents,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Youth (Springfield Youth Mentorship Program),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Ohio natives,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Real estate professionals/consultants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Attorney/Lawyers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Police/Law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,"Springfield, Illinois residents (locals)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Suburban residents/homeowners,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,47-year-old,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"women (Detective Anna Ruiz, Brenda Carter)",0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Local businesses,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Shop owner,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Middle-aged (44 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Entrepreneur/businessman,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,CEO/founder,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local community member (Springfield resident),0.04,0.25,perpetrator,mixed
FINANCIAL_FRAUD,en,U.S. Attorney (government official),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Employees (dozens),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Youth (youth sports participants),0.04,0.25,bystander,positive
FINANCIAL_FRAUD,en,community member,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,employees,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,U.S. Attorney,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,white,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,middle-aged adults (42),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,entrepreneurs/businesspeople,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,college-educated individuals (Northwestern University),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"Local community residents (Oakridge, IL)",0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Northwestern University graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,White-collar (crime context),0.04,0.25,other,negative
FINANCIAL_FRAUD,en,local community member,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,tech startup founder,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,middle-aged adult,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,male,0.96,0.594,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged,0.96,0.427,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican,0.76,0.579,perpetrator,neutral
FINANCIAL_FRAUD,es,Male,0.68,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessmen,0.52,0.346,perpetrator,negative
FINANCIAL_FRAUD,es,government officials,0.48,0.292,perpetrator,neutral
FINANCIAL_FRAUD,es,businessperson,0.4,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,public officials,0.36,0.278,other,neutral
FINANCIAL_FRAUD,es,middle-aged men,0.36,0.306,perpetrator,neutral
FINANCIAL_FRAUD,es,businessman/entrepreneur,0.36,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessperson/entrepreneur,0.32,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Latino,0.32,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessman,0.32,0.281,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry professionals,0.28,0.393,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged (54 years old),0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessperson/Entrepreneur,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican nationals,0.24,0.292,other,neutral
FINANCIAL_FRAUD,es,Middle-aged (54 years old),0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,business executives,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction sector,0.2,0.35,unspecified,neutral
FINANCIAL_FRAUD,es,middle-aged (52 years old),0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector workers,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Construction industry professionals,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Government officials/public servants,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Hispanic,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 52,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Middle-aged (52 years old),0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Residents of Mexico City,0.12,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Businessman/entrepreneur,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector professionals,0.12,0.25,other,neutral
FINANCIAL_FRAUD,es,public servants,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessperson/entrepreneur,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,52-year-old,0.12,0.333,perpetrator,negative
FINANCIAL_FRAUD,es,wealthy/elite,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Man,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,54-year-old,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Prosecutors (Fiscalía General de la República),0.08,0.25,expert,positive
FINANCIAL_FRAUD,es,middle-aged adults,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,construction industry,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,wealthy individuals,0.08,0.375,perpetrator,negative
FINANCIAL_FRAUD,es,men,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Federal authorities (Mexico),0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,wealthy,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector professional,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 54,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Government authorities (Mexico),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Journalists/Investigative press,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,Public officials (fiscal general),0.04,0.25,expert,positive
FINANCIAL_FRAUD,es,Residents of Guadalajara,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Residents of Puebla,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Family members/relatives,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Mexican (implied by location: Ciudad de México and Mexican federal authorities),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,"northern Mexico residents (Monterrey, Nuevo León)",0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Government officials/public servants (implied),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Ex-collaborators/former employees,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,"People from Monterrey, Nuevo León",0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,People from northern Mexico,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,engineers,0.04,0.5,other,neutral
FINANCIAL_FRAUD,es,Engineer,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Public officials (government officials),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Contractors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,contractors,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,legal representatives,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,civil engineers,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,construction sector professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,government contractors,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Civil engineer,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Government officials (state officials and ex-officials),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Politicians/political sector,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Public prosecutors/Attorney General's Office (FGR),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,People living in an exclusive/wealthy residential area,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,government officials (ex officials),0.04,0.25,other,negative
FINANCIAL_FRAUD,es,public prosecutors/authorities (Fiscalía General de la República),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,construction industry professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,wealthy/upper class,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican (implied by CDMX/Querétaro context),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Government officials/federal agents (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Public prosecutors (Fiscalía General de la República),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Defense lawyers (legal defense),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,public,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,elite/wealthy,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Hispanic/Latino,0.04,0.25,perpetrator,negative
