Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment
FINANCIAL_FRAUD,en,Chinese (inferred from name Marcus Chen),0.08,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Real estate developer,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,federal authorities,0.08,0.25,expert,neutral
FINANCIAL_FRAUD,en,Police / law enforcement,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,police,0.08,0.25,expert,neutral
FINANCIAL_FRAUD,en,white-collar professionals,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Clients (financial services customers),0.08,0.25,victim,negative
FINANCIAL_FRAUD,en,law enforcement,0.08,0.25,hero,positive
FINANCIAL_FRAUD,en,men,0.08,0.375,unspecified,neutral
FINANCIAL_FRAUD,en,white,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Accountants,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Springfield residents,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,educated professionals,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Asian (inferred),0.08,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,federal agents,0.08,0.25,expert,neutral
FINANCIAL_FRAUD,en,clients,0.08,0.25,victim,neutral
FINANCIAL_FRAUD,en,investors/retirees,0.08,0.25,victim,negative
FINANCIAL_FRAUD,en,Clients/investors,0.08,0.25,victim,neutral
FINANCIAL_FRAUD,en,University graduates,0.08,0.25,other,neutral
FINANCIAL_FRAUD,en,Hispanic,0.08,0.25,hero,positive
FINANCIAL_FRAUD,en,Marcus Chen,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,philanthropists,0.08,0.375,other,neutral
FINANCIAL_FRAUD,en,FBI agents/law enforcement,0.08,0.25,expert,neutral
FINANCIAL_FRAUD,en,Accountants / certified public accountants (profession),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Federal law enforcement (FBI agents),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Clients / investors (people with life savings),0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Marcus Chen (Chinese/East Asian-sounding name; ethnicity not explicitly stated),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Federal authorities (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,State attorney general (government official),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Chinese (inferred),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Age 42,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tax consultant,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Financial advisor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Clients (fraud victims),0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,residents of Oak Ridge,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,State University alumni,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Asian (Chinese-American inferred),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,families,0.04,0.5,victim,positive
FINANCIAL_FRAUD,en,Hardworking families,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Federal authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,religious community members,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Professionals,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Religious organization members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Community association members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,older adults (52),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,financial advisors,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,religious organization members,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,educators,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,Asian (implied by surname),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Chinese (inferred from surname Chen; uncertain),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Former financial advisor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Retirees (older adults),0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Educators,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Investors / clients,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Securities and Exchange Commission (government regulators),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,investigators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,elderly,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Middle-aged (48 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Chinese (implied by name Marcus Chen),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Victims,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Attorney,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Springfield residents / community members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,victims (general),0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Asian (Chinese-descent),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,CPAs/accountants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Woman,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Certified Public Accountant (CPA),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Employee (senior accounting manager),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Detective / Police (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Colleagues / coworkers,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,residents,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,business professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Businessman,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Law enforcement (Special Agent),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,State Attorney's office,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Springfield residents (native of Springfield),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Police officers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Detectives,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Lawyers/attorneys,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,business owners/entrepreneurs,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,State University graduates,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,54-year-old,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,middle-aged men,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,white-collar workers,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Accountant/accounting manager,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Federal agents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,FBI (law enforcement),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Department of Justice (government),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,colleagues,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Federal investigators,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Federal judge,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Registered investment advisors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,divorced parents,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Divorced people,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Parents (mother of two),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,State authorities (government officials),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Prosecutors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Investigators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Financial consultants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Certified investment advisors,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,financial consultants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,divorced individuals,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,parents,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Whistleblower,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Lawyer,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,whistleblowers,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,lawyers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,52-year-old,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,investors/victims,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,"Marcus Chen (individual, implied East Asian/Chinese heritage by name)",0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"Sarah Morales (individual, implied Latina/Hispanic heritage by name)",0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,State attorney general's office (government officials),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,neighbors,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Middle-aged adults,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,State police,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Business owners,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Financial consultants/financial advisors,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,business owner,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,woman,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,financial professional,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,FBI,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Female (woman),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Chinese (inferred from surname Chen; not explicit),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,District attorney/prosecutors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Attorney/lawyer,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Corporate clients,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Tech companies,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,federal law enforcement,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Clients,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Federal prosecutors,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Securities and Exchange Commission (SEC) officials,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Assistant U.S. Attorney,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,University of Illinois graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Licensed securities brokers (Series 7 holders),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,educated,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,regulators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Asian-Americans,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,investors/clients,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Investment advisors/financial professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Federal authorities (FBI),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Philanthropists,0.04,0.25,other,positive
FINANCIAL_FRAUD,en,investment professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Patricia Williams,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,54 years old,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,adults,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,investment advisor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,retirees/people with retirement savings,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,philanthropists/charity donors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,licensed securities professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,investment advisors,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,finance professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,middle-aged (inferred from age 54),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Chinese (inferred from name: Marcus Chen),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Business consultant,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Police (Springfield Police Department),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Detective (law enforcement officer),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Clients (small business clients),0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Neighbors,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Attorney (defense lawyer),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Asian Americans,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Older adult (middle-aged),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Investment advisors/financial services professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Certified Financial Planners,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Hispanic/Latino (inferred from surname Rodriguez),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,SEC regulators,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Retirees/people with retirement savings,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Northwestern University graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,college graduates,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,victims,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Investor/clients,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Hardworking investors,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,U.S. Attorney's Office (government/legal authorities),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,SEC (regulatory authority),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Latino,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Middle-aged (48),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Federal Bureau of Investigation (FBI) agent,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,CEO,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,criminals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,male,1.0,0.56,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged,1.0,0.41,perpetrator,negative
FINANCIAL_FRAUD,es,Male,0.96,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessperson,0.68,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 58,0.64,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican,0.6,0.5,perpetrator,neutral
FINANCIAL_FRAUD,es,businessman/entrepreneur,0.44,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,public officials,0.44,0.295,perpetrator,negative
FINANCIAL_FRAUD,es,men,0.44,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,middle-aged (58 years old),0.32,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,government officials,0.28,0.25,bystander,neutral
FINANCIAL_FRAUD,es,58-year-old,0.28,0.286,perpetrator,negative
FINANCIAL_FRAUD,es,Hispanic,0.28,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessman,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessmen,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged adults,0.2,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Hispanic/Latino,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessperson/entrepreneur,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Latino,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged (58),0.16,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Construction industry professional,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction industry professionals,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Mexican nationals,0.16,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Anti-corruption prosecutors (Fiscalía Anticorrupción),0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,middle-aged men,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Business owner/entrepreneur,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/entrepreneur,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,business executives,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry professionals,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessperson/Entrepreneur,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged adults (58 years old),0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry,0.08,0.375,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials/government officials,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,authorities,0.08,0.25,hero,positive
FINANCIAL_FRAUD,es,judiciary,0.08,0.25,expert,neutral
FINANCIAL_FRAUD,es,engineers,0.08,0.375,perpetrator,negative
FINANCIAL_FRAUD,es,Mexicans,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,businessmen/entrepreneurs,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,government officials/public servants,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 54,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry professional,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/Entrepreneur,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Authorities/law enforcement,0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,executive,0.08,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,58 years old,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,alleged corrupt official,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Municipal officials (government workers),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Employees,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,employees,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,municipal officials,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Hispanics,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,business owners/entrepreneurs,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,wealthy individuals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Textile industry professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Upper-class/wealthy (exclusive Polanco area resident),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Family man (has a family),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials/government administration (Mexico City authorities),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,public administration,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,middle-aged (52),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Age 52,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Municipal government employees,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,Anti-corruption prosecutor (female),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,female,0.04,0.25,expert,positive
FINANCIAL_FRAUD,es,Executive (CEO/president),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Civil engineer,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,ITESM graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials (government officials),0.04,0.25,other,negative
FINANCIAL_FRAUD,es,Authorities (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Prosecutor's office (Procuraduría),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Judge (judiciary),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Third parties (account holders),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,People in tax havens (offshore account holders),0.04,0.25,other,negative
FINANCIAL_FRAUD,es,Corporate executive (CEO/director ejecutivo),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,"Resident of Polanco (Mexico City, affluent neighborhood)",0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Public officials (mid-level),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Law enforcement (Police Investigative),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,public officials/government functionaries,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Public officials/government authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Government officials/public servants (Mexico),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Federal authorities (Mexico),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,public servants,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,es,Government officials (municipal),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Local Chamber of Commerce members/leadership,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,middle-aged male,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,business owner/entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessperson (construction entrepreneur/contractor),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Spanish-speaking/Latino (inferred from Spanish name and context),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Mexican (implied by location: Ciudad de México),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,public,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,Construction sector workers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Government officials/public administration,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Residents of Polanco (Mexico City),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,older adults,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Business executive/entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Municipal government officials,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Monterrey native,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,businessmen/executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessperson/entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,government officials (prosecutors/authorities),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,government official,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,es,business executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Government authorities (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,wealthy/elite class,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,real estate sector,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Real estate developer/industry (inmobiliario),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Public officials/government officials (funcionarios públicos),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Politicians/political connections,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,philanthropists,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,contractors,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,real estate developers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Mexican (implied),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Spanish-speaking (implied),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Construction contractor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,wealthy,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,local resident,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,Colombian,0.04,1.0,perpetrator,neutral
FINANCIAL_FRAUD,es,public officials/civil servants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Municipal public officials (government workers),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican (implied by Ciudad de México context),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Government officials/authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,business owners,0.04,0.25,perpetrator,negative
